,lmb,rho,lmb_V,rho_V
0,886.1721143834259,7.210701840389221,337.3814750046867,0.6163620734122476
1,819.462610700695,5.109103972210525,560.7543952623292,0.30336689077496376
2,1001.775190509051,6.872590512860792,1327.9240638399842,1.4588617724385804
3,950.0925063576101,6.225108483589367,437.576767021458,0.48287360072940294
4,870.0382888871409,7.181493950013856,417.25205688598777,0.7999294324229318
5,961.5523033547066,7.20884997311809,474.9401776388464,0.6837614476476106
6,1012.2279490052313,11.840559932666944,339.19574983420966,3.665002368621038
7,1000.6954252883079,8.486069025744289,619.0909588589582,1.8337834217816436
8,834.8544903957902,5.532558803268615,482.86252917962014,0.38502124627138506
9,863.0880399309144,5.419356487761339,674.6335284049165,0.4240565996375077
